schema_id,template_id,authored_template_id,category_path,parent_category,leaf_category,sub_category,category_gr,cta_map_key,cta_url,template_status,subcategory_match_policy,match_mode,template_file,fingerprint,n_sections,n_rows_total,last_section,last_label,example_count,first_example
sha1:4d7c8db5a60a03619db76b99204074d8225f0f5c,mixer,mixer_electronet_labels_v1,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Συσκευές Κουζίνας > Μίξερ,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Συσκευές Κουζίνας,Μίξερ,Μίξερ,Μίξερ,https://www.etranoulis.gr/oikiakos-eksoplismos/syskeues-kouzinas/mixer,active,exact_subcategory,direct_single,resources/templates/electronet/mixer.json,df1e36f067b3d7ed267e59eaa5533f9a287dad38679af8746d83bda3b3029245,2,12,Γενικά Χαρακτηριστικά,Διαστάσεις Συσκευής σε Εκατοστά. (Υ χ Π χ Β),1,https://www.etranoulis.gr/oikiakos-eksoplismos/syskeues-kouzinas/mixer/mixer-heiros-kenwood-hmp-50000-wh
sha1:66a574291fd6089b796cf029fb5bbe746c089a1d,mplenter,mplenter_electronet_labels_v1,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Συσκευές Κουζίνας > Μπλέντερ,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Συσκευές Κουζίνας,Μπλέντερ,Μπλέντερ,Μπλέντερ,https://www.etranoulis.gr/oikiakos-eksoplismos/syskeues-kouzinas/blender,active,exact_subcategory,direct_single,resources/templates/electronet/mplenter.json,c9d7c56f8ebe158982a5e874f24a28d9b455c70332a6d3f84d9eba421988955e,2,13,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,2,https://www.etranoulis.gr/oikiakos-eksoplismos/syskeues-kouzinas/blender/blender-bosch-mmb-2111-s-450w
sha1:024ec5e44a0fbead69fff620a4b5bff54a2a94b1,polymixer,polymixer_electronet_labels_v1,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ > Συσκευές Κουζίνας > Πολυμίξερ,ΟΙΚΙΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,Συσκευές Κουζίνας,Πολυμίξερ,Πολυμίξερ,Πολυμίξερ,https://www.etranoulis.gr/oikiakos-eksoplismos/syskeues-kouzinas/multimixer,active,exact_subcategory,direct_single,resources/templates/electronet/polymixer.json,fff0b31ae6cb1e0faffbfb218f1979a56fd1494ed70e32eaef22c83b3116a805,3,21,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,2,https://www.electronet.gr/oikiakos-eksoplismos/syskeues-kouzinas/multimixer/polymixer-kenwood-multipro-fdm-73850-ss-1000-w
sha1:a2b96d59407c538d7587a7242d83e5b2f050108a,kartes_mnimis,kartes_mnimis_electronet_labels_v1,ΠΛΗΡΟΦΟΡΙΚΗ > Αποθηκευτικά Μέσα > Κάρτες μνήμης,ΠΛΗΡΟΦΟΡΙΚΗ,Αποθηκευτικά Μέσα,Κάρτες μνήμης,Κάρτες μνήμης,Κάρτες μνήμης,https://www.etranoulis.gr/plhroforikh/apothikeutika-mesa/kartes-mnhmhs,active,exact_subcategory,direct_single,resources/templates/electronet/kartes_mnimis.json,53ffb29665bb41649fdc2775cafe017881440c854a37fd15f29251991ddc3b58,1,6,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,1,https://www.electronet.gr/pliroforiki/apothikeysi/kartes-mnimis/karta-mnimis-sandisk-ultra-microsdxc-64gb-sdsquab-064g-gn6ma
sha1:8ffcffc21c6d0ce6a34778a4a95cb1c0ff79ade3,skliroi_diskoi,skliroi_diskoi_electronet_labels_v1,ΠΛΗΡΟΦΟΡΙΚΗ > Αποθηκευτικά Μέσα > Σκληροί δίσκοι,ΠΛΗΡΟΦΟΡΙΚΗ,Αποθηκευτικά Μέσα,Σκληροί δίσκοι,Σκληροί δίσκοι,Σκληροί δίσκοι,https://www.etranoulis.gr/index.php?route=product/category&path=139_143_156,active,exact_subcategory,direct_single,resources/templates/electronet/skliroi_diskoi.json,6a5711e1009cf9617a2c5ad19cdfcd082888526b5de47db9c54272ef86fe5fa6,1,8,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,1,https://www.electronet.gr/pliroforiki/apothikeysi/skliroi-diskoi/exoterikos-skliros-diskos-apacer-gen1-ac533-2tb-25-usb-32-mayro
sha1:69436b9e8bb04b54825d27790be665552aac84b5,ektypotes,ektypotes_electronet_labels_v1,ΠΛΗΡΟΦΟΡΙΚΗ > Εκτυπωτές & Αναλώσιμα > Εκτυπωτές,ΠΛΗΡΟΦΟΡΙΚΗ,Εκτυπωτές & Αναλώσιμα,Εκτυπωτές,Εκτυπωτές,Εκτυπωτές,https://www.etranoulis.gr/plhroforikh/ektypwtes-analwsima/ektypwtws,active,exact_subcategory,direct_single,resources/templates/electronet/ektypotes.json,f3be52a9d6319d775190db5e161d364eadd262b04db2118c379f133082f83d01,2,15,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,1,https://www.electronet.gr/pliroforiki/ektypotes/ektypotes-laser-color/ektypotis-hp-color-laserjet-pro-3202dw-499r0f
sha1:0807099b65b11c8ae4f3641eb098c15feb7292e2,melania,melania_electronet_labels_v1,ΠΛΗΡΟΦΟΡΙΚΗ > Εκτυπωτές & Αναλώσιμα > Μελάνια,ΠΛΗΡΟΦΟΡΙΚΗ,Εκτυπωτές & Αναλώσιμα,Μελάνια,Μελάνια,Μελάνια,https://www.etranoulis.gr/plhroforikh/ektypwtes-analwsima/melania,active,exact_subcategory,direct_single,resources/templates/electronet/melania.json,80333f9858ef01ecf5cb10c6280f29ca66f9718f475c596c56d7ad426f800911,2,5,Γενικά Χαρακτηριστικά,Για εκτυπωτές,2,https://www.etranoulis.gr/plhroforikh/ektypwtes-analwsima/melania/melani-hp-302-tri-color-f6u65ae
sha1:d44c414097a28eacc1736b2639e6eda325d4557f,polymixanimata,polymixanimata_electronet_labels_v1,ΠΛΗΡΟΦΟΡΙΚΗ > Εκτυπωτές & Αναλώσιμα > Πολυμηχανήματα,ΠΛΗΡΟΦΟΡΙΚΗ,Εκτυπωτές & Αναλώσιμα,Πολυμηχανήματα,Πολυμηχανήματα,Πολυμηχανήματα,https://www.etranoulis.gr/plhroforikh/ektypwtes-analwsima/polymhxanhmata,active,exact_subcategory,direct_single,resources/templates/electronet/polymixanimata.json,f6495071e9e735db80d4560c66fe7de3444d9901e283610d448d284c80c0931e,2,15,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,1,https://www.electronet.gr/pliroforiki/ektypotes/polymihanimata-laser/polymihanima-hp-laserjet-m234sdw-aio-wifi-6gx01f
sha1:ffb6d538aa790b61f807dd901614325bf1dd15e6,akoystika,akoystika_electronet_labels_v1,ΠΛΗΡΟΦΟΡΙΚΗ > Περιφερειακά > Ακουστικά,ΠΛΗΡΟΦΟΡΙΚΗ,Περιφερειακά,Ακουστικά,Ακουστικά,Ακουστικά,https://www.etranoulis.gr/plhroforikh/perifereiaka/akoustika,active,exact_subcategory,direct_single,resources/templates/electronet/akoystika.json,20efb5fa92fd45a0e824cf9f06ee338135bb225cb11571deeaa8b0da89c10f6c,2,11,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,2,https://www.etranoulis.gr/plhroforikh/perifereiaka/akoustika/akoustika-jbl-tune-520bt
sha1:2bb5136d42aa67cb9994cd62e44883d62a088786,axesoyar_perifereiakon,axesoyar_perifereiakon_electronet_labels_v1,ΠΛΗΡΟΦΟΡΙΚΗ > Περιφερειακά > Αξεσουάρ Περιφερειακών,ΠΛΗΡΟΦΟΡΙΚΗ,Περιφερειακά,Αξεσουάρ Περιφερειακών,Αξεσουάρ Περιφερειακών,Αξεσουάρ Περιφερειακών,https://www.etranoulis.gr/plhroforikh/perifereiaka/axesoyar,active,exact_subcategory,direct_single,resources/templates/electronet/axesoyar_perifereiakon.json,5a968949ef4b9388ff6bcfacfe34f1efb9a506932f144bcd831e08dfbb9b77d7,3,9,Διαστάσεις,Μήκος Καλωδίου,2,https://www.etranoulis.gr/plhroforikh/perifereiaka/axesoyar/web-camera-full-hd-1080p-autofocus-lamtech-lam-021509
sha1:26af6a88074bd357c0df75d5fdc4ec0165f2457e,othones,othones_electronet_labels_v1,ΠΛΗΡΟΦΟΡΙΚΗ > Περιφερειακά > Οθόνες,ΠΛΗΡΟΦΟΡΙΚΗ,Περιφερειακά,Οθόνες,Οθόνες,Οθόνες,https://www.etranoulis.gr/plhroforikh/perifereiaka/othones,active,exact_subcategory,direct_single,resources/templates/electronet/othones.json,7b280d8990f3d340391cafcb076d3dc22adc6a95ddbfde431051c8f2673539c4,3,20,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,1,https://www.electronet.gr/pliroforiki/perifereiaka/othones/othoni-pc-xiaomi-g27i-gaming-monitor-27-full-hd
sha1:60b00745610989b2fd159c2d4513177a4102f518,pliktrologia,pliktrologia_electronet_labels_v1,ΠΛΗΡΟΦΟΡΙΚΗ > Περιφερειακά > Πληκτρολόγια,ΠΛΗΡΟΦΟΡΙΚΗ,Περιφερειακά,Πληκτρολόγια,Πληκτρολόγια,Πληκτρολόγια,https://www.etranoulis.gr/plhroforikh/perifereiaka/plhktrologia,active,exact_subcategory,direct_single,resources/templates/electronet/pliktrologia.json,fdd1c01d912e224ae1fbae677517755ac1d845055d7b90027e1146f59d0bd388,2,3,Γενικά Χαρακτηριστικά,Γλώσσα,1,https://www.etranoulis.gr/plhroforikh/perifereiaka/plhktrologia/plhktrologio-ellhniko-lamtech-lam622178
sha1:419ee2d583e6d9a63576fa6b9bd750c6fd06c8cd,pontikia,pontikia_electronet_labels_v1,ΠΛΗΡΟΦΟΡΙΚΗ > Περιφερειακά > Ποντίκια,ΠΛΗΡΟΦΟΡΙΚΗ,Περιφερειακά,Ποντίκια,Ποντίκια,Ποντίκια,https://www.etranoulis.gr/plhroforikh/perifereiaka/pontikia,active,exact_subcategory,direct_single,resources/templates/electronet/pontikia.json,29a54594e5833ab642c1a3394c3aba3cd20e0a933bf93fb66c2889332c8c5450,2,4,Γενικά Χαρακτηριστικά,Αισθητήρας,1,https://www.etranoulis.gr/plhroforikh/perifereiaka/pontikia/ensyrmato-pontiki-kokkin-lamtech-lam021233
sha1:4fc0d0aec43db2663aaf02e9e0e38c06f545b884,prostateytika_reymatos,prostateytika_reymatos_electronet_labels_v1,ΠΛΗΡΟΦΟΡΙΚΗ > Περιφερειακά > Προστατευτικά Ρεύματος,ΠΛΗΡΟΦΟΡΙΚΗ,Περιφερειακά,Προστατευτικά Ρεύματος,Προστατευτικά Ρεύματος,Προστατευτικά Ρεύματος,https://www.etranoulis.gr/plhroforikh/perifereiaka/prostateutika-reumatos,active,exact_subcategory,direct_single,resources/templates/electronet/prostateytika_reymatos.json,bfc16540c065f5ac6dfc4b0c2e0bdae9adb92efa13078a4695582670dde97291,1,7,Γενικά Χαρακτηριστικά,Χρώμα,1,https://www.electronet.gr/pliroforiki/perifereiaka/prostasia-reymatos/polyprizo-asfaleias-crystal-audio-cp8-1300-70-8-theseon-mayro
sha1:0b8efed05136296f8774ec9aacf25916a2298093,desktops,desktops_electronet_labels_v1,ΠΛΗΡΟΦΟΡΙΚΗ > Υπολογιστές > Desktops,ΠΛΗΡΟΦΟΡΙΚΗ,Υπολογιστές,Desktops,Desktops,Desktops,https://www.etranoulis.gr/plhroforikh/ypologistes/desktops,active,exact_subcategory,direct_single,resources/templates/electronet/desktops.json,a29ee91fc613b72f4cc4d78645ae0213475ad79961d74c336d9b4dfa07d09fa2,6,31,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,1,https://www.electronet.gr/pliroforiki/ypologistes/desktops/desktop-pc-dell-pro-slim-essential-qvs1260-i5-1440016gb1tb-ssdintel-uhdw11pro
sha1:d3c9893d514c0478fa2e4faacec5ea21badc57d0,laptops,laptops_electronet_labels_v1,ΠΛΗΡΟΦΟΡΙΚΗ > Υπολογιστές > Laptops,ΠΛΗΡΟΦΟΡΙΚΗ,Υπολογιστές,Laptops,Laptops,Laptops,https://www.etranoulis.gr/plhroforikh/ypologistes/laptops,active,exact_subcategory,direct_single,resources/templates/electronet/laptops.json,de57721d1804d770e4cbcd0d9eed52491eda75dd76e921fa1bfb33282429f02c,7,38,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,1,https://www.etranoulis.gr/plhroforikh/ypologistes/laptops/laptop-dell-g15-5515-7771
sha1:7ef4ab1f2103fc90201f85609325b9b4648d5e68,tsantes_laptop,tsantes_laptop_electronet_labels_v1,ΠΛΗΡΟΦΟΡΙΚΗ > Υπολογιστές > Τσάντες Laptop,ΠΛΗΡΟΦΟΡΙΚΗ,Υπολογιστές,Τσάντες Laptop,Τσάντες Laptop,Τσάντες Laptop,https://www.etranoulis.gr/plhroforikh/ypologistes/tsantes-laptop,active,exact_subcategory,direct_single,resources/templates/electronet/tsantes_laptop.json,db911eb1e977eb72e36e790318247977f553cba5b258279da4d1b470e0cb002e,1,5,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,1,https://www.electronet.gr/pliroforiki/axesoyar-laptop/tsantes-laptop/tsanta-platis-asus-ap4600-backpack
sha1:24a5f0c936d0dde4af816b11d26cadadee1c4bbc,android,android_electronet_labels_v1,ΤΗΛΕΦΩΝΙΑ > Smartphones > Android,ΤΗΛΕΦΩΝΙΑ,Smartphones,Android,Android,Android,https://www.etranoulis.gr/thlefwnia/smartphones/android,active,exact_subcategory,direct_single,resources/templates/electronet/android.json,e1b7a063adda552b16c0b41d951cef7c7db7b51896a9fd72a866572fc5ad0da5,7,33,Γενικά χαρακτηριστικά,Εγγύηση Κατασκευαστή,1,https://www.electronet.gr/tilefonia/smartphones/ola-ta-smartphones/smartphone-samsung-galaxy-s25-ultra-5g-512gb-titanium-black
sha1:2bed6cea2d9af7d0ceac5cb6c2932e9dad86ccc2,ios,ios_electronet_labels_v1,ΤΗΛΕΦΩΝΙΑ > Smartphones > iOS,ΤΗΛΕΦΩΝΙΑ,Smartphones,iOS,iOS,iOS,https://www.etranoulis.gr/thlefwnia/smartphones/ios,active,exact_subcategory,direct_single,resources/templates/electronet/ios.json,df8d5c811eab3d681377aecef9d870244a2dded1d769dc4b35854b6f7f025f8b,7,33,Γενικά χαρακτηριστικά,Εγγύηση Κατασκευαστή,1,https://www.electronet.gr/tilefonia/smartphones/ola-ta-smartphones/apple-iphone-17-pro-max-512gb-deep-blue
sha1:8a3453d3d9738783d72fc5f7acd51b8780adfcbf,tablets_tandroid,tablets_tandroid_electronet_labels_v1,ΤΗΛΕΦΩΝΙΑ > Tablets > Android,ΤΗΛΕΦΩΝΙΑ,Tablets,Android,Android,Android,https://www.etranoulis.gr/thlefwnia/tablets/tandroid,active,exact_subcategory,direct_single,resources/templates/electronet/tablets_tandroid.json,247a8e6ed5873b2fd326f36d4e8251c304a909f6f6fc25c400a5bbf0aaefed90,7,30,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,2,https://www.electronet.gr/pliroforiki/tablets/ola-ta-tablets/tablet-samsung-galaxy-tab-a11-11-128gb-wifi-gray
sha1:68900481b8eddef33447591c25a07418f5993548,tablets_tios,tablets_tios_electronet_labels_v1,ΤΗΛΕΦΩΝΙΑ > Tablets > iOS,ΤΗΛΕΦΩΝΙΑ,Tablets,iOS,iOS,iOS,https://www.etranoulis.gr/thlefwnia/tablets/tios,active,exact_subcategory,direct_single,resources/templates/electronet/tablets_tios.json,e5139ce76e4be24689ee924a5959d84d8ff50f2b822b038296a935abe12984e1,7,30,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,1,https://www.electronet.gr/pliroforiki/tablets/ola-ta-tablets/apple-ipad-11-wi-fi-128gb-yellow-md4d4tya
sha1:3f1081226c402b8d63c94f74380009e8470f6fe5,thikes,thikes_electronet_labels_v1,ΤΗΛΕΦΩΝΙΑ > Tablets > Θήκες,ΤΗΛΕΦΩΝΙΑ,Tablets,Θήκες,Θήκες,Θήκες,https://www.etranoulis.gr/thlefwnia/tablets/thikes,active,exact_subcategory,direct_single,resources/templates/electronet/thikes.json,622b118aa3d6ed188c3a6231ab24e2b16ae178f59e8b73b770ff482e0a4444ed,2,5,Γενικά Χαρακτηριστικά,Universal,1,https://www.etranoulis.gr/thlefwnia/tablets/thikes/thiki-tablet-nedis-tcvr9100bk-universal-folio
sha1:901b3f9475af02ba5a1e34fe722cf34bc3900cf5,hands_free,hands_free_electronet_labels_v1,ΤΗΛΕΦΩΝΙΑ > Αξεσουάρ κινητών > Hands Free,ΤΗΛΕΦΩΝΙΑ,Αξεσουάρ κινητών,Hands Free,Hands Free,Hands Free,https://www.etranoulis.gr/thlefwnia/aksesouar-kinhtwn/hands-free,active,exact_subcategory,direct_single,resources/templates/electronet/hands_free.json,3f2aeea22536bc8fe68d2cc7bfb0b9eaaf35b8978b5c0a67901e3953c965f6e5,1,9,Επισκόπηση Προϊόντος,Εγγύηση Κατασκευαστή,2,https://www.etranoulis.gr/thlefwnia/aksesouar-kinhtwn/hands-free/akoustika-jbl-wave-buds-2-anc-bluetooth-handsfree-black
sha1:1acad39f3efd1ba7f9cf39fcf777f66cb3a1ee16,power_banks,power_banks_electronet_labels_v1,ΤΗΛΕΦΩΝΙΑ > Αξεσουάρ κινητών > Power Bank,ΤΗΛΕΦΩΝΙΑ,Αξεσουάρ κινητών,Power Bank,Power Banks,Power Banks,https://www.etranoulis.gr/thlefwnia/aksesouar-kinhtwn/power-bank,active,exact_subcategory,direct_single,resources/templates/electronet/power_banks.json,151b7ec288982fd6be57435f07cf1c5075d0935769fb13a7735b8adc58b817e5,1,7,Τεχνικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,1,https://www.etranoulis.gr/thlefwnia/aksesouar-kinhtwn/power-bank/power-bank-xiaomi-20000mah-33w-tan-gl
sha1:9e1b06ca527495d4ebfeae0f4b535bdf9adb90c3,fortistes,fortistes_electronet_labels_v1,ΤΗΛΕΦΩΝΙΑ > Αξεσουάρ κινητών > Φορτιστές,ΤΗΛΕΦΩΝΙΑ,Αξεσουάρ κινητών,Φορτιστές,Φορτιστές,Φορτιστές,https://www.etranoulis.gr/thlefwnia/aksesouar-kinhtwn/fortistes,active,exact_subcategory,direct_single,resources/templates/electronet/fortistes.json,f2ac343e7569a5ec7c41776399b2da7b7d3f27162f9644a73096f79b5b9b9ede,2,5,Γενικά Χαρακτηριστικά,Ισχύς Φόρτισης,2,https://www.etranoulis.gr/thlefwnia/aksesouar-kinhtwn/fortistes/fortisths-aytokinhtoy-osio-otu-5913w
sha1:96bb09d281162dd81875108868922329557b5290,asyrmata,asyrmata_electronet_labels_v1,ΤΗΛΕΦΩΝΙΑ > Σταθέρα > Ασύρματα,ΤΗΛΕΦΩΝΙΑ,Σταθέρα,Ασύρματα,Ασύρματα,Ασύρματα,https://www.etranoulis.gr/thlefwnia/stathera/asyrmata,active,exact_subcategory,direct_single,resources/templates/electronet/asyrmata.json,c0edc10429307c0260ed2ef94311e5f192919638701324cf424457f5b4b0c8eb,1,15,Επισκόπηση Προϊόντος,Εγγύηση Κατασκευαστή,2,https://www.etranoulis.gr/thlefwnia/stathera/asyrmata/asyrmato-tilefono-panasonic-kx-tg1611grc-mple
sha1:cf24d175aadf6888de75c79f09250a4584751712,ensyrmata,ensyrmata_electronet_labels_v1,ΤΗΛΕΦΩΝΙΑ > Σταθέρα > Ενσύρματα,ΤΗΛΕΦΩΝΙΑ,Σταθέρα,Ενσύρματα,Ενσύρματα,Ενσύρματα,https://www.etranoulis.gr/thlefwnia/stathera/ensyrmata,active,exact_subcategory,direct_single,resources/templates/electronet/ensyrmata.json,5a38280645f883b13e54084fe9bfa051a1cabbe2837e46c7b633f14e9af8ea84,2,17,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,2,https://www.etranoulis.gr/thlefwnia/stathera/ensyrmata/ensyrmato-thlefono-motorola-motorola-ct202-mayro
